ticker,effective_date,era,era_lo,win_start,win_end,n_days_wide,car_eff,car_wide
KMX,2010-06-28,2010–2014,2010,2010-06-17,2010-06-29,9,-0.03666610414327931,-0.007139102898539806
HP,2010-02-26,2010–2014,2010,2010-02-17,2010-03-01,9,-0.025321219284574092,-0.07370571096912581
V,2009-12-18,2005–2009,2005,2009-12-09,2009-12-21,9,0.0020773312032510427,0.07046826218718916
CLF,2009-12-18,2005–2009,2005,2009-12-09,2009-12-21,9,0.0025026663772902413,0.09640049249902027
ROST,2009-12-18,2005–2009,2005,2009-12-09,2009-12-21,9,-0.028562295849687502,-0.016102357891383923
FMC,2009-08-19,2005–2009,2005,2009-08-10,2009-08-20,9,-0.046170813370769004,-0.026216455017262885
FTI,2009-06-05,2005–2009,2005,2009-05-27,2009-06-08,9,-0.022107939959898903,-0.009689658009259916
HRL,2009-03-03,2005–2009,2005,2009-02-20,2009-03-04,9,-0.015439874756171146,0.00970457861534424
VTR,2009-03-03,2005–2009,2005,2009-02-20,2009-03-04,9,0.0877444774311581,0.13962836757385289
OI,2008-12-31,2005–2009,2005,2008-12-19,2009-01-02,9,-0.03647404807861476,0.08691910389573865
CRM,2008-09-12,2005–2009,2005,2008-09-03,2008-09-15,9,0.0067971883665893795,0.06089290029392569
FAST,2008-09-12,2005–2009,2005,2008-09-03,2008-09-15,9,0.03353236631705503,0.07810717480759388
MEE,2008-06-23,2005–2009,2005,2008-06-12,2008-06-24,9,0.09595884518442821,0.3185028590756711
RRC,2007-12-20,2005–2009,2005,2007-12-11,2007-12-21,9,0.04733973260313595,0.12126736127382143
GME,2007-12-13,2005–2009,2005,2007-12-04,2007-12-14,9,0.00670142559106135,0.014743964161125556
EXPE,2007-10-02,2005–2009,2005,2007-09-21,2007-10-03,9,0.05385107483565155,0.1156917375903137
ICE,2007-09-26,2005–2009,2005,2007-09-17,2007-09-27,9,0.06529198553426774,0.15070063471383488
AVB,2007-01-10,2005–2009,2005,2006-12-28,2007-01-11,9,0.02099019892469889,0.06913118316832279
AMZN,2005-11-18,2005–2009,2005,2005-11-09,2005-11-21,9,0.04024730679143862,0.10828270475213753
STZ,2005-07-01,2005–2009,2005,2005-06-22,2005-07-05,9,-0.03042233972740327,0.03859839272830956
